Respiratory_Seq_ID,External_ID,Date,Site,Adenovirus,Bocavirus,Coronavirus,Enterovirus,Metapneumovirus,Parainfluenza,Parechovirus,RSV,Rhinovirus,Rubulavirus,Influenza,Polyomavirus,SARS-CoV-2
I71468,AWW168(2),220509,ASUT01,1485,9014,5560,2385,1906,39,8309,4090,2627,831,3203,9808,6795
I71469,AWW169(2),220509,ASUT05,8751,1952,3129,8530,7789,193,5806,157,7130,8210,6789,3496,2945
I71470,AWW170(2),220509,ASUT06,3853,1810,4224,5656,4843,3113,4624,2012,4778,5406,6343,6519,939
I71471,AWW171(2),220509,ASUT02,8982,6003,1304,926,6865,5485,2155,1350,714,6920,2512,1280,6115
I71472,AWW172(2),220509,ASUT04,5350,5552,3704,1841,6132,467,464,4763,3872,5123,9028,1189,5729
I71473,AWW173(2),220509,ASUT03,3499,8244,2836,8072,5737,1237,8571,8106,8070,6214,3747,6879,3790
I71474,AWW174(2),220509,ASUT07,1384,4022,7528,5956,3185,3548,7453,6652,1406,9299,3696,5941,6876
I71475,AWW175(2),220509,ASUT08,2427,8052,6897,3678,5746,8839,1328,8163,8794,6491,2708,581,975
I71476,AWW176(2),220509,ASUT09,22,8712,5136,9375,7477,2834,2643,6934,4225,6392,6992,2087,5882
I71477,AWW177(2),220509,ASUT10,1766,1432,2417,6165,6390,2948,7523,13,1263,6544,970,9960,1824
I71478,AWW178(2),220509,ASUT11,1027,3878,7367,9187,2517,6270,1449,5445,9479,3472,4544,7835,9842
I71479,AWW179(2),220509,ASUT12,4628,2797,6633,7873,2820,9858,8049,9047,3639,4392,5865,5023,1521
I71480,AWW180(2),220509,ASUT15,1989,352,9138,2741,4722,7503,764,7694,9433,6949,8550,7988,1760
I71481,AWW181(2),220509,ASUT16,1049,111,3528,2319,8721,6303,1766,7340,2206,7237,8246,6513,2796
I74116,AWW183(2),220516,ASUT05,2808,7289,7568,7514,9679,4688,9848,1087,8086,7122,7860,633,9011
I74117,AWW184(2),220516,ASUT02,4410,3809,5841,8876,5328,9992,4352,9254,8773,8187,8074,9723,2947
I74121,AWW188(2),220516,ASUT08,6227,8538,1132,3385,1438,5351,9555,4544,6582,5571,76,5580,5388
I74122,AWW189(2),220516,ASUT09,1130,648,6672,4954,2041,4057,6653,6737,6841,6606,7230,1880,4457
I74124,AWW190(2),220516,ASUT10,1138,5536,3419,6813,4408,7628,4067,1683,2187,1753,111,3497,6300
I74125,AWW191(2),220516,ASUT15,9922,8134,8861,5600,6858,9293,1269,6289,5154,9881,8058,1548,3343
I74126,AWW192(2),220516,ASUT16,367,9486,9517,8193,4302,4442,9703,7029,3831,4265,6471,1790,4053
I77487,AWW193(2),220523,ASUT01,8404,7313,3931,7933,159,8355,2774,5774,3168,65,7111,9609,5630
I77488,AWW194(2),220523,ASUT02,8381,5534,7717,6371,3056,1273,6997,9855,6705,5696,8877,4692,6515
I77489,AWW195(2),220523,ASUT04,9334,8138,5217,3632,4304,6018,5120,5831,2298,5245,6330,5957,1254
I77490,AWW196(2),220523,ASUT03,5116,4314,4698,7457,4152,394,8697,2917,9218,4602,720,2629,6281
I77491,AWW197(2),220523,ASUT07,5347,9659,7892,6721,7964,7062,9133,5561,4558,1853,3262,960,4927
I77492,AWW198(2),220523,ASUT08,8858,1959,7574,397,1578,5228,3284,9693,2640,1919,5182,3033,6532
I77493,AWW199(2),220523,ASUT09,5098,6642,6146,2192,4726,4592,2354,5410,6605,4119,9872,3666,6311
I77494,AWW200(2),220523,ASUT10,133,6304,3736,8850,9971,8486,5831,1717,882,519,6207,2578,5346
I77496,AWW201(2),220523,ASUT11,3834,7859,5643,2102,5008,4964,9090,7631,333,6168,5742,2450,2889
I77497,AWW202(2),220523,ASUT12,1855,3623,53,5571,2418,3978,116,4786,9323,280,7107,5396,7713
I77499,AWW203(2),220523,ASUT15,7246,9666,7824,922,9213,6747,5255,3325,1862,2848,1686,7406,6418
I77500,AWW204(2),220523,ASUT16,4872,9547,9035,6127,8845,295,6080,3713,3340,7414,4282,6783,5103
I80874,AWW205(2),220531,ASUT01,363,291,6806,7391,8625,101,2492,8222,3432,6549,2034,6033,6254
I80875,AWW206(2),220531,ASUT05,2108,8046,5568,5967,1499,4506,1933,6758,1628,5356,5126,1424,1679
I80876,AWW207(2),220531,ASUT06,2667,8582,3364,4377,562,416,3173,7513,921,980,7178,6311,9588
I80877,AWW208(2),220531,ASUT02,2296,8438,342,5063,4057,2548,7786,2179,5384,9919,8571,427,8946
I80878,AWW209(2),220531,ASUT04,3888,923,8494,7712,5704,7646,5930,787,6601,6083,7316,6700,173
I80879,AWW210(2),220531,ASUT07,9941,6195,4894,2476,8668,6286,6708,9104,5258,3735,832,7312,5107
I80880,AWW211(2),220531,ASUT09,1219,6976,6755,8182,755,5274,5955,3530,9036,860,5093,1193,289
I80881,AWW212(2),220531,ASUT10,5776,9970,4876,4501,2963,9869,7350,3965,6578,983,5323,3021,9633
I80882,AWW213(2),220531,ASUT11,2005,3097,8120,2995,1966,7144,6228,4273,9529,7456,942,2876,8941
I80883,AWW214(2),220531,ASUT12,805,6638,5653,6585,7172,4236,6472,4833,8037,2918,4694,2186,4201
I80884,AWW215(2),220531,ASUT15,2778,4885,8771,8699,6177,2255,8951,7694,9003,9614,5967,6482,8739
I80885,AWW216(2),220531,ASUT16,2436,1100,8560,3308,8064,2761,678,677,7642,4126,8730,2282,8408
I80886,AWW217(2),220606,ASUT01,2138,3955,7074,8582,1298,7338,9292,9828,6097,2450,1076,7040,6233
I80887,AWW218(2),220606,ASUT05,4593,5376,8804,614,9372,9240,5592,8089,6488,7852,1689,9415,117
I80888,AWW219(2),220606,ASUT06,3238,7216,8097,1641,2746,5152,3499,9705,1613,7200,1528,1357,1787
I80889,AWW220(2),220606,ASUT02,4779,111,104,1104,8007,9859,8408,3590,34,9188,5612,6341,6658
I80890,AWW221(2),220606,ASUT04,9875,1723,4872,7556,7602,8876,6733,1849,3099,57,1984,660,5219
I80891,AWW222(2),220606,ASUT07,5531,4712,1938,2609,9770,1778,3511,4869,8409,7645,8767,1217,7892
I80892,AWW223(2),220606,ASUT09,2015,9176,3706,8353,9798,9150,1381,3771,4569,1076,6419,304,4566
I80893,AWW224(2),220606,ASUT10,9060,8898,2870,1225,7237,1856,5259,802,4959,8194,1169,1853,5190
I80894,AWW225(2),220606,ASUT11,486,3077,3457,2063,4462,614,3314,4436,3891,5043,2214,7810,3088
I80895,AWW226(2),220606,ASUT12,8673,4646,2698,5016,3418,7908,3140,7618,8075,8105,3225,5386,9382
I80896,AWW227(2),220606,ASUT15,6882,9535,100,283,7644,9858,8951,5403,998,4205,918,3187,460
I80897,AWW228(2),220606,ASUT16,1949,9352,9061,4038,3974,462,8031,8243,9277,1378,4991,8705,3452
I82743,AWW229(2),220613,ASUT01,2492,5464,4941,2027,8238,9525,4756,2034,7158,2586,785,4206,9649
I82744,AWW237(2),220613,ASUT09,638,431,1393,820,4813,6034,2712,2930,7151,7094,7285,5043,76
I82745,AWW230(2),220613,ASUT05,6304,1567,7381,8885,5930,1844,3017,3834,1143,3653,6841,1262,6241
I82746,AWW238(2),220613,ASUT10,5286,3626,716,93,4794,4777,7931,7754,9127,99,1806,1441,2402
I82747,AWW231(2),220613,ASUT06,705,4476,6028,7458,3605,5546,6054,604,6843,5173,8875,9614,2051
I82748,AWW239(2),220613,ASUT11,9972,909,8939,5298,7361,3266,6349,848,8147,834,1336,6193,3336
I82749,AWW232(2),220613,ASUT02,2881,9146,2847,8945,5809,5941,8519,4005,937,4850,6657,8434,1224
I82750,AWW240(2),220613,ASUT12,2546,2320,6346,365,6309,3881,7640,2514,9289,4615,4134,2111,5678
I82751,AWW233(2),220613,ASUT04,7505,1885,1381,9181,4793,7844,7859,4107,2604,7695,3907,4414,7995
I82752,AWW241(2),220613,ASUT15,2776,3507,9460,1128,7399,634,207,2294,9410,2912,1271,7268,4969
I82753,AWW234(2),220613,ASUT03,25,1112,1671,7808,7535,576,6167,1776,8405,8159,4867,8883,7406
I82754,AWW242(2),220613,ASUT16,5752,709,7111,9144,3626,3675,8648,1021,605,2050,4685,5086,1474
I82755,AWW235(2),220613,ASUT07,15,3126,5164,2010,5771,5051,5130,2016,5156,742,9965,8572,6281
I82756,AWW236(2),220613,ASUT08,8042,68,4124,297,8632,3213,9946,3602,2190,1214,8799,5322,3937
I83782,AWW243(2),220620,ASUT01,9662,8326,1434,2031,77,8435,9510,1549,3738,5334,4156,6187,5824
I83783,AWW244(2),220620,ASUT05,4629,4390,8655,5054,1097,753,2881,2788,2499,872,7681,7461,3323
I83784,AWW245(2),220620,ASUT06,29,6049,2738,7696,492,2776,1568,6032,1816,7622,4799,2619,7647
I83785,AWW246(2),220620,ASUT02,5737,3383,2822,1771,7011,3063,7314,183,1634,3890,4807,2571,9028
I83786,AWW247(2),220620,ASUT04,414,5349,7293,8479,3666,8028,3413,8378,1130,7460,7867,4958,2261
I83787,AWW248(2),220620,ASUT03,5001,8185,7439,3241,6804,7291,3190,8255,358,6017,7371,1145,8426
I83788,AWW249(2),220620,ASUT07,5789,9427,8691,8172,254,551,3738,7823,3330,9135,2503,1739,8042
I83789,AWW250(2),220620,ASUT08,4930,316,381,6127,9904,6265,7774,4660,6884,872,9088,2249,2020
I83790,AWW251(2),220620,ASUT09,5668,3232,6373,2543,593,3517,7403,2765,5350,2260,4644,6832,3114
I83791,AWW252(2),220620,ASUT10,5654,1471,3027,5388,1735,6147,1918,90,9768,9196,3312,3539,4558
I83792,AWW253(2),220620,ASUT12,7101,8472,7034,9213,8757,5613,4116,2254,9373,5959,8064,6151,3603
I83793,AWW254(2),220620,ASUT15,9297,7032,4301,3389,6376,9372,256,4349,8771,3798,5503,2403,5490
I83794,AWW255(2),220620,ASUT16,8477,3158,9500,9484,6769,3919,8493,8530,3939,9734,4381,5751,3030
I84398,AWW256(2),220627,ASUT01,5897,5431,6249,3759,1050,600,5500,3115,1816,2931,5194,8308,7816
I84399,AWW257(2),220627,ASUT05,893,2812,73,4510,1736,2641,9325,9905,687,5757,5481,753,3822
I84400,AWW258(2),220627,ASUT06,3694,9573,4008,5009,2963,4853,2775,4841,3881,3451,8660,7674,9065
I84402,AWW260(2),220627,ASUT04,8163,8964,9063,5889,1726,7700,3495,8912,7516,4689,1273,7281,7087
I84403,AWW261(2),220627,ASUT07,8501,3791,8501,4271,5953,4039,5931,3581,5116,3440,8135,3458,6072
I84404,AWW262(2),220627,ASUT08,6210,6097,7474,7765,3644,8861,6117,7105,5174,6932,6993,6391,8823
I84405,AWW263(2),220627,ASUT09,7661,3292,2515,9756,8674,945,7956,5465,6969,7792,8260,1308,4535
I84406,AWW264(2),220627,ASUT10,337,113,6483,3943,5869,6032,9219,3772,469,2244,4908,5004,9970
I84407,AWW265(2),220627,ASUT11,5246,1222,855,9193,4863,5882,5159,4865,8571,9336,7783,8764,6062
I84408,AWW266(2),220627,ASUT12,6238,4356,1887,4262,2219,3989,8786,6373,5161,5048,3220,193,1448
