Respiratory_Seq_ID,External_ID,Date,Site,Adenovirus,Bocavirus,Coronavirus,Enterovirus,Metapneumovirus,Parainfluenza,Parechovirus,RSV,Rhinovirus,Rubulavirus,Influenza,Polyomavirus,SARS-CoV-2
I68642,AWW167(2),220503,ASUT16,0.141573115,0.138202361,0.401741209,0.866566913,0.466010911,0.902614538,0.391162298,0.245279425,0.960612595,0.506267362,0.423323298,0.771012036,0.585846527
I71481,AWW181(2),220509,ASUT16,0.528224385,0.320057269,0.277062367,0.601332525,0.057850703,0.029007671,0.130193587,0.04786295,0.852538657,0.884390338,0.191740772,0.725381038,0.572261764
I74126,AWW192(2),220516,ASUT16,0.798357356,0.986678738,0.855996893,0.941837367,0.55104384,0.73353782,0.843891929,0.316085749,0.235073766,0.958186883,0.477409059,0.215601001,0.792317824
I77500,AWW204(2),220523,ASUT16,0.467125666,0.659934079,0.201876652,0.615400156,0.04974508,0.368502893,0.746097866,0.114225156,0.972372076,0.834581916,0.75502276,0.023301476,0.383620142
I80885,AWW216(2),220531,ASUT16,0.011551207,0.507548766,0.14504057,0.280607068,0.980149512,0.107928159,0.369810663,0.738892005,0.015087283,0.880963997,0.529560112,0.222102255,0.084018014
I80897,AWW228(2),220606,ASUT16,0.812734744,0.154792197,0.069518985,0.19639394,0.38345369,0.313669816,0.978765996,0.062732422,0.026283494,0.503268598,0.262459015,0.188601356,0.404619464
I82754,AWW242(2),220613,ASUT16,0.041994024,0.835406898,0.160169757,0.850755836,0.153359113,0.666575858,0.413716417,0.821008651,0.774803444,0.426070791,0.489913541,0.348249866,0.754671748
I83794,AWW255(2),220620,ASUT16,0.533349362,0.069410234,0.650159817,0.747488034,0.697443315,0.269086477,0.865670642,0.88744957,0.216342569,0.153723724,0.738598398,0.99097334,0.892912035
I84410,AWW268(2),220627,ASUT16,0.422476383,0.507000861,0.900329913,0.656003955,0.237306795,0.968585246,0.079364661,0.623012135,0.612907893,0.027324549,0.633351844,0.016078472,0.392932013
I85264,AWW280(2),220705,ASUT16,0.295802372,0.094925198,0.952764598,0.878735449,0.20397452,0.441642622,0.081912102,0.612528108,0.09348265,0.607979499,0.388262104,0.364162196,0.094959968
I88559,AWW293(2),220711,ASUT16,0.136175151,0.059911618,0.520117329,0.802228247,0.478061439,0.165195383,0.445851958,0.580012044,0.543861589,0.049945747,0.097202799,0.401363492,0.307826547
I88572,AWW306(2),220718,ASUT16,0.486432296,0.043477403,0.299357345,0.681662435,0.439011701,0.995207715,0.412045081,0.235656396,0.853489223,0.398751768,0.187920281,0.520257259,0.333259571
I89129,AWW333(2),220801,ASUT16,0.447590809,0.701178473,0.763075041,0.772996906,0.119835634,0.365912292,0.620651286,0.240708652,0.481457291,0.259626935,0.520583918,0.86649224,0.964494294
I89143,AWW347(2),220808,ASUT16,0.905599337,0.763042003,0.081523352,0.691553591,0.949439812,0.854386199,0.501590992,0.603727711,0.54412484,0.238467025,0.490695492,0.433129965,0.987922257
I89155,AWMT12(2),220809,ASUT16,0.923691994,0.746602079,0.878720907,0.631844241,0.505203541,0.143650906,0.766691425,0.516801381,0.821754936,0.954505144,0.557531738,0.377518845,0.90247264
I89574,AWMT29(2),220816,ASUT16,0.535411563,0.421001585,0.853439017,0.673542217,0.626341923,0.705376562,0.346231071,0.010088097,0.79514334,0.803389132,0.065645882,0.386990595,0.557435843
I89590,AWMT45(2),220822,ASUT16,0.397227846,0.54443621,0.260128423,0.935198718,0.411249531,0.55975839,0.528168155,0.41466187,0.46344814,0.391404509,0.182242461,0.838363023,0.849665441
I90682,AWMT61(2),220829,ASUT16,0.645850224,0.627032585,0.847831146,0.204329122,0.549351104,0.228734474,0.8198002,0.63521744,0.004319277,0.393212329,0.233504166,0.510110118,0.302435926
I91681,AWMT76(2),220906,ASUT16,0.258552786,0.906940565,0.464494977,0.038423704,0.057105914,0.84033796,0.264148718,0.033118455,0.222615462,0.722136623,0.730620843,0.416665685,0.033923356
I91696,AWMT91(2),220912,ASUT16,0.444552603,0.339026592,0.761529499,0.732847146,0.027783877,0.111135227,0.621724188,0.936773516,0.802488351,0.430590363,0.499849329,0.907328789,0.71233981
I91712,AWMT107(2),220919,ASUT16,0.432302088,0.039856864,0.224162824,0.684757431,0.610878378,0.926272535,0.686053001,0.649966872,0.711564508,0.79573752,0.33339972,0.593621433,0.193767853
I92514,AWMT138(2),221003,ASUT16,0.547925677,0.10834433,0.808752423,0.131587508,0.571386536,0.846831565,0.629341643,0.265177367,0.186432191,0.142722044,0.905007866,0.895720518,0.78305807
I93389,AWMT122(2),220926,ASUT16,0.226528277,0.119023699,0.202802285,0.086640945,0.294284958,0.086918889,0.667652702,0.823923492,0.019558148,0.585670655,0.807033691,0.437350216,0.74476499
I93405,AWMT154(2),221010,ASUT16,0.360385969,0.228723232,0.997819073,0.799693827,0.54693219,0.136863496,0.307665099,0.154481205,0.188690371,0.079285122,0.303463917,0.989892249,0.252838847
I93421,AWMT170(2),221017,ASUT16,0.202185107,0.573810564,0.535637298,0.14126806,0.807348733,0.532876232,0.476768334,0.872172281,0.003725421,0.827025056,0.030663415,0.09416499,0.399567448
I93725,AWMT186(2),221024,ASUT16,0.964681214,0.126128012,0.128905459,0.518482034,0.862085328,0.427927602,0.153547648,0.049877454,0.604400456,0.34637393,0.416062578,0.64584321,0.643932144
I94989,AWMT202(2),221031,ASUT16,0.21184282,0.570449903,0.397788276,0.042897576,0.690251664,0.392775232,0.418119289,0.243265631,0.770101661,0.000249359,0.733273094,0.938669152,0.224846815
I95390,AWMT218(2),221107,ASUT16,0.980285339,0.131374604,0.081785615,0.202647171,0.735189188,0.420584577,0.890424283,0.5590155,0.105766628,0.19196943,0.757708623,0.471620638,0.796243246
I95406,AWMT234(2),221114,ASUT16,0.070225291,0.074520587,0.847468698,0.387239487,0.652152342,0.220851654,0.584910424,0.535699655,0.094711842,0.968431082,0.335044257,0.399278556,0.845198385
I95421,AWMT249(2),221121,ASUT16,0.532496216,0.352341117,0.020687948,0.478431739,0.627613113,0.361513152,0.210523426,0.837357705,0.107252481,0.125471836,0.985773249,0.315302498,0.8892853
I97057,AWMT265(2),221129,ASUT16,0.659273276,0.881089221,0.778083806,0.721515666,0.367126478,0.481864451,0.223010143,0.337843591,0.570147265,0.143313188,0.519333597,0.958071649,0.438323546
I97072,AWMT280(2),221205,ASUT16,0.593767844,0.181736758,0.924251404,0.969482614,0.41709112,0.539650159,0.620837181,0.097233731,0.321980986,0.193686212,0.832373548,0.455266427,0.23154808
I97087,AWMT295(2),221212,ASUT16,0.496076738,0.79244764,0.181172683,0.907786022,0.211493488,0.016177698,0.304189912,0.602091083,0.647672066,0.784735024,0.386164265,0.302114535,0.173505715
I97554,AWMT311(2),221219,ASUT16,0.153715465,0.002782993,0.128878493,0.440863902,0.844055599,0.909929043,0.760698881,0.551104985,0.091055381,0.461157144,0.990327371,0.831830133,0.118004294
I98097,AWMT372(2),230117,ASUT16,0.575387434,0.708847301,0.428838984,0.316984081,0.098282271,0.307785783,0.369723115,0.688062441,0.379603204,0.969085906,0.128546322,0.867968244,0.48714692
I98704,AWMT450(2),230220,ASUT16,0.202664467,0.746246312,0.152536509,0.725519544,0.15669103,0.84986204,0.782306474,0.291377653,0.121756762,0.359540148,0.576783732,0.200034794,0.64416402
I99137,AWMT403(2),230130,ASUT16,0.531631582,0.835529376,0.030432804,0.878087906,0.103418369,0.310454734,0.115180771,0.053669762,0.400724875,0.917682725,0.662730617,0.030503368,0.814453684
I99152,AWMT418(2),230206,ASUT16,0.084422149,0.58839099,0.98351693,0.993955717,0.831518876,0.984974196,0.056026875,0.832849929,0.343026854,0.82515582,0.832964154,0.628145639,0.831804147
I99168,AWMT434(2),230213,ASUT16,0.115025838,0.85203806,0.274199017,0.275575741,0.647729778,0.386574704,0.547139395,0.478618188,0.918482439,0.61754344,0.455454922,0.918846736,0.890861417
I99797,AWMT466(2),230227,ASUT16,0.919460249,0.976602639,0.991353797,0.490330014,0.762443643,0.372867494,0.433153373,0.27454959,0.843217429,0.772947426,0.060567653,0.30708113,0.827872408
I99813,AWMT481(2),230306,ASUT16,0.740587381,0.043202625,0.725468426,0.73883337,0.567111868,0.379056917,0.669883461,0.784307277,0.423811668,0.495089189,0.159480323,0.991938173,0.238640884
I99829,AWMT497(2),230313,ASUT16,0.465463808,0.090976706,0.978013925,0.677725482,0.125192266,0.242874828,0.604924682,0.314351034,0.855545537,0.866230462,0.76588847,0.77799098,0.17752689
I100116,AWMT516(2),230320,ASUT16,0.904906182,0.748761189,0.290992001,0.983007745,0.108943272,0.789031894,0.047342093,0.244197395,0.176265286,0.549759608,0.995807906,0.094086487,0.727249329
I100269,AWMT536(2),230327,ASUT16,0.29594533,0.776389837,0.452093571,0.010376667,0.489007345,0.906671699,0.128439029,0.793025873,0.266041674,0.043524219,0.882567132,0.363441485,0.323276396
I100288,AWMT555(2),230403,ASUT16,0.80748837,0.084838901,0.987082988,0.578892208,0.954659739,0.554344802,0.41429934,0.422310982,0.427129265,0.585851311,0.966837385,0.401127879,0.070126959
I60325,AWW110(2),220404,ASUT15,0.240610224,0.870816175,0.451374769,0.552880476,0.835879939,0.260962588,0.748815105,0.546018764,0.211490023,0.02634316,0.673914327,0.650875932,0.652088796
